Study_ID,Ex_ID,Con_ID,Out_ID,ES_ID,shared_control,comparison_structure,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,Strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,Data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,Comparison_structure,Higher_better,higher_better_notes,higher_better_notes,C_mean,C_SD,C_n,C_SE,C_ci,Ex_mean,Ex_SD,Ex_n,Ex_SE,Ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,,corrections_notes_AL
whitlow_1978_thesis,ex022,con017,out057,es109,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,"No noise, moved into experimental sound cage",male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HLN_2_de,HNoN_HLN_2_de,Dependent,No,Positive,,2.22,,20,,,1.831117021,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con017,out057,es110,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,"No noise, moved into experimental sound cage",male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HN_3_de,HNoN_HN_3_de,Dependent,No,Positive,,1.14,,20,,,2.573138298,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con017,out057,es111,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,"No noise, moved into experimental sound cage",male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HLN_3_de,HNoN_HLN_3_de,Dependent,No,Positive,,1.14,,20,,,2.86037234,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con018,out058,es112,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HN_1_sq,C_HN_1_sq,Dependent,Yes,Negative,,45.76710807,,20,,,71.22853369,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con018,out058,es113,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HLN_1_sq,C_HLN_1_sq,Dependent,Yes,Negative,,45.76710807,,20,,,60.87186262,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con018,out058,es114,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HN_2_sq,C_HN_2_sq,Dependent,Yes,Negative,,31.7366192,,20,,,42.8005284,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con018,out058,es115,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HLN_2_sq,C_HLN_2_sq,Dependent,Yes,Negative,,31.7366192,,20,,,36.88243065,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con018,out058,es116,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HN_3_sq,C_HN_3_sq,Dependent,Yes,Negative,,19.12005556,,20,,,26.73712021,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con018,out058,es117,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,Count,Count,Not reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HLN_3_sq,C_HLN_3_sq,Dependent,Yes,Negative,,19.12005556,,20,,,15.74636724,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con018,out059,es118,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HN_1_gr,C_HN_1_gr,Dependent,No,Positive,,4.052587909,,20,,,3.680878553,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con018,out059,es119,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HLN_1_gr,C_HLN_1_gr,Dependent,No,Positive,,4.052587909,,20,,,3.708010336,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con018,out059,es120,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HN_2_gr,C_HN_2_gr,Dependent,No,Positive,,3.512736724,,20,,,5.670542636,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con018,out059,es121,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HLN_2_gr,C_HLN_2_gr,Dependent,No,Positive,,3.512736724,,20,,,4.802325581,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con018,out059,es122,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HN_3_gr,C_HN_3_gr,Dependent,No,Positive,,3.84781677,,20,,,3.689922481,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con018,out059,es123,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,Count,Count,Not reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HLN_3_gr,C_HLN_3_gr,Dependent,No,Positive,,3.84781677,,20,,,3.074935401,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con018,out060,es124,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HN_1_de,C_HN_1_de,Dependent,No,Positive,,2.384946908,,20,,,2.377659574,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con018,out060,es125,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,25,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HLN_1_de,C_HLN_1_de,Dependent,No,Positive,,2.384946908,,20,,,2.022606383,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con018,out060,es126,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HN_2_de,C_HN_2_de,Dependent,No,Positive,,1.526845358,,20,,,1.982712766,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con018,out060,es127,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HLN_2_de,C_HLN_2_de,Dependent,No,Positive,,1.526845358,,20,,,1.831117021,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex021,con018,out060,es128,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,Unclear,,undisturbed controls,male,27,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HN_3_de,C_HN_3_de,Dependent,No,Positive,,2.774993066,,20,,,2.573138298,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
whitlow_1978_thesis,ex022,con018,out060,es129,Yes,,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,Unclear,,undisturbed controls,male,26,,Cross-Fostered,,Anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,Count,Count,Not reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HLN_3_de,C_HLN_3_de,Dependent,No,Positive,,2.774993066,,20,,,2.86037234,,20,,,,"The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,
abramova_2020_genpath,ex023,con019,out061,es130,No,,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay ,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",male,90,3 months,none,The loudness was inferred using ,Anxiety,Open Field Test (OFT),,Sections crossed,Count,Count,Light phase,raw data,abramova_2020_genpath,KO-m-sq,US-m-g1-sq,KO_US_m_sq,Independent,Yes,Negative,,51.375,16.82631867,8,18.16380544,,56.26315789,26.46138089,19,6.070657115,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,
abramova_2020_genpath,ex024,con020,out061,es131,No,,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay ,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),squares crossed,Sections crossed,Count,Count,Light phase,raw data,abramova_2020_genpath,CO-f-sq,US-f-g1-sq,CO_US_f_sq,Independent,Yes,Negative,,65.5,17.00420116,8,23.15774708,,59.625,19.44179347,16,14.90625,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,
abramova_2020_genpath,ex023,con019,out062,es132,No,,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay ,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",male,90,3 months,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,Count,Count,Light phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1-rea,KO_US_m_rea,Independent,Yes,Negative,,23.625,6.738747234,8,8.352698853,,23.57894737,11.05700276,19,2.536650402,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,
abramova_2020_genpath,ex024,con020,out062,es133,No,,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay ,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies ,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""under normal conditions without ultrasound""",female,90,3 months,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,Count,Count,Light phase,raw data,abramova_2020_genpath,CO-f-rea,US-f-g1-rea,CO_US_f_rea,Independent,Yes,Negative,,28.125,6.468329438,8,9.94368911,,28.1875,8.908563296,16,7.046875,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,
