package,study_id,es_id,source_csv_row,field,old_value_v3,new_value_v4,status,source,rationale
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es177,178,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es177,178,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es177,178,data_type,Percentage,Time,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract","Mean grooming duration is a duration, not a percentage."
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es177,178,data_units,%,s,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",The source table reports mean grooming duration in seconds.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es177,178,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es178,179,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es178,179,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es178,179,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es178,179,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es179,180,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es179,180,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es179,180,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es179,180,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es180,181,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es180,181,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es180,181,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es180,181,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es181,182,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es181,182,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es181,182,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es181,182,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es182,183,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es182,183,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es182,183,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es182,183,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es183,184,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es183,184,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es183,184,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es183,184,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es184,185,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es184,185,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es184,185,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es184,185,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es185,186,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es185,186,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es185,186,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es185,186,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es186,187,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es186,187,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es186,187,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es186,187,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es187,188,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es187,188,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es187,188,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es187,188,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es188,189,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es188,189,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es188,189,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es188,189,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es189,190,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es189,190,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es189,190,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es189,190,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es190,191,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es190,191,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es190,191,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es190,191,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es191,192,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es191,192,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es191,192,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es191,192,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es192,193,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es192,193,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es192,193,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es192,193,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es193,194,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es193,194,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es193,194,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es193,194,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es194,195,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es194,195,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es194,195,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es194,195,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es195,196,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es195,196,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es195,196,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es195,196,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es196,197,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es196,197,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es196,197,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es196,197,data_type,Percentage,Time,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract","Mean grooming duration is a duration, not a percentage."
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es196,197,data_units,%,s,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",The source table reports mean grooming duration in seconds.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es196,197,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es197,198,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es197,198,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es197,198,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es197,198,data_type,Percentage,Time,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract","Mean grooming duration is a duration, not a percentage."
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es197,198,data_units,%,s,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",The source table reports mean grooming duration in seconds.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es197,198,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es198,199,c_a_id,KON_f_,KON_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es198,199,comparison,KON_PS_f_,KON_PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es198,199,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es198,199,ex_a_id,PS_f_,PS_m_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es199,200,c_a_id,KON_m_,KON_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the control identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es199,200,comparison,KON_PS_m_,KON_PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the comparison identifier agree with the sex in the paired source row.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es199,200,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Use the stable path to the saved extraction/calculation workbook.
7 – Abramova 2023 identifiers and units,abramova_2023_biopsy,es199,200,ex_a_id,PS_m_,PS_f_,Corrected transcription,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract",Make the exposed identifier agree with the sex in the paired source row.
