issue_id,severity,certainty,category,study_id,es_id,csv_row,field,current_value,expected_or_review,evidence,source_file,source_locator,recommended_action
I0679,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es185,186,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 23,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0680,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es185,186,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 23,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0682,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es186,187,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 24,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0683,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es186,187,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 24,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0684,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es186,187,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 24,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0686,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es187,188,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 25,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0687,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es187,188,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 25,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0688,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es187,188,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 25,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0690,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es188,189,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 26,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0691,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es188,189,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 26,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0692,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es188,189,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 26,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0694,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es189,190,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 27,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0695,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es189,190,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 27,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0696,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es189,190,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 27,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0698,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es190,191,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 28,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0699,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es190,191,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 28,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0700,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es190,191,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 28,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0702,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es191,192,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 29,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0703,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es191,192,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 29,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0704,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es191,192,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 29,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0706,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es192,193,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 30,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0707,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es192,193,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 30,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0708,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es192,193,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 30,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0710,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es193,194,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 31,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0711,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es193,194,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 31,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0712,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es193,194,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 31,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0714,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es194,195,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 32,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0715,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es194,195,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 32,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0716,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es194,195,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 32,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0718,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es195,196,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 33,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0719,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es195,196,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 33,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0720,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es195,196,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 33,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0722,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es196,197,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 34,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0723,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es196,197,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 34,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0724,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es196,197,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 34,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0725,High,Confirmed,Outcome metadata,abramova_2023_biopsy,es196,197,data_units,%,s,Unit conflicts with the Table 1 extraction.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 34; Metric=Mean grooming bout duration,Correct unit and data_type together.
I0726,High,Confirmed,Outcome metadata,abramova_2023_biopsy,es196,197,data_type,Percentage,Time,Data type conflicts with the unit and metric in the Table 1 extraction.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 34; Metric=Mean grooming bout duration,Correct data_type and data_units together.
I0728,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es197,198,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 35,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0729,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es197,198,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 35,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0730,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es197,198,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 35,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0731,High,Confirmed,Outcome metadata,abramova_2023_biopsy,es197,198,data_units,%,s,Unit conflicts with the Table 1 extraction.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 35; Metric=Mean grooming bout duration,Correct unit and data_type together.
I0732,High,Confirmed,Outcome metadata,abramova_2023_biopsy,es197,198,data_type,Percentage,Time,Data type conflicts with the unit and metric in the Table 1 extraction.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 35; Metric=Mean grooming bout duration,Correct data_type and data_units together.
I0734,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es198,199,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 36,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0735,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es198,199,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 36,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0736,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es198,199,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 36,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0738,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es199,200,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 37,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0739,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es199,200,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 37,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0740,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es199,200,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 37,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0742,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es200,201,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 38,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0743,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es200,201,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 38,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0744,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es200,201,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 38,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0746,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es201,202,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 39,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0747,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es201,202,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 39,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0748,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es201,202,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 39,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0750,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es202,203,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 40,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0751,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es202,203,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 40,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0752,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es202,203,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 40,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0754,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es203,204,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 41,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0755,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es203,204,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 41,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0756,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es203,204,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 41,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0758,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es204,205,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 42,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0759,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es204,205,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 42,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0760,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es204,205,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 42,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0762,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es205,206,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 43,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0763,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es205,206,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 43,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0764,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es205,206,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 43,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0766,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es206,207,c_a_id,KON_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 44,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0767,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es206,207,ex_a_id,PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 44,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0768,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es206,207,comparison,KON_PS_f_,ID containing _m_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 44,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0770,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es207,208,c_a_id,KON_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 45,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0771,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es207,208,ex_a_id,PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 45,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0772,High,Confirmed,Identifier integrity,abramova_2023_biopsy,es207,208,comparison,KON_PS_m_,ID containing _f_,Sex token in arm ID conflicts with offspring_sex and the matched source row.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract row 45,Rebuild the arm and comparison IDs from the corrected sex/group labels.
I0774,High,Confirmed,Exposure metadata,arjunan_2023_stress,es013,14,noise_type,Ultrasound,White noise / broadband audible noise,Methods specify a white-noise generator emitting 0-20 kHz; this is not ultrasound-only exposure.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the exposure category and re-evaluate any derived acoustic-band moderator.
I0775,High,Confirmed,Exposure metadata,arjunan_2023_stress,es013,14,frequency_Hz,"0-2,000","0-20,000",Methods report all frequencies in the 0-20 kHz range; the extraction is missing one zero in the upper bound.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the frequency range before acoustic-band derivation.
I0776,High,Confirmed,Exposure metadata,arjunan_2023_stress,es014,15,noise_type,Ultrasound,White noise / broadband audible noise,Methods specify a white-noise generator emitting 0-20 kHz; this is not ultrasound-only exposure.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the exposure category and re-evaluate any derived acoustic-band moderator.
I0777,High,Confirmed,Exposure metadata,arjunan_2023_stress,es014,15,frequency_Hz,"0-2,000","0-20,000",Methods report all frequencies in the 0-20 kHz range; the extraction is missing one zero in the upper bound.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the frequency range before acoustic-band derivation.
I0778,High,Confirmed,Exposure metadata,arjunan_2023_stress,es015,16,noise_type,Ultrasound,White noise / broadband audible noise,Methods specify a white-noise generator emitting 0-20 kHz; this is not ultrasound-only exposure.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the exposure category and re-evaluate any derived acoustic-band moderator.
I0779,High,Confirmed,Exposure metadata,arjunan_2023_stress,es015,16,frequency_Hz,"0-2,000","0-20,000",Methods report all frequencies in the 0-20 kHz range; the extraction is missing one zero in the upper bound.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the frequency range before acoustic-band derivation.
I0780,High,Confirmed,Exposure metadata,arjunan_2023_stress,es016,17,noise_type,Ultrasound,White noise / broadband audible noise,Methods specify a white-noise generator emitting 0-20 kHz; this is not ultrasound-only exposure.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the exposure category and re-evaluate any derived acoustic-band moderator.
I0781,High,Confirmed,Exposure metadata,arjunan_2023_stress,es016,17,frequency_Hz,"0-2,000","0-20,000",Methods report all frequencies in the 0-20 kHz range; the extraction is missing one zero in the upper bound.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the frequency range before acoustic-band derivation.
I0782,High,Confirmed,Exposure metadata,arjunan_2023_stress,es017,18,noise_type,Ultrasound,White noise / broadband audible noise,Methods specify a white-noise generator emitting 0-20 kHz; this is not ultrasound-only exposure.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the exposure category and re-evaluate any derived acoustic-band moderator.
I0783,High,Confirmed,Exposure metadata,arjunan_2023_stress,es017,18,frequency_Hz,"0-2,000","0-20,000",Methods report all frequencies in the 0-20 kHz range; the extraction is missing one zero in the upper bound.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the frequency range before acoustic-band derivation.
I0784,High,Confirmed,Exposure metadata,arjunan_2023_stress,es018,19,noise_type,Ultrasound,White noise / broadband audible noise,Methods specify a white-noise generator emitting 0-20 kHz; this is not ultrasound-only exposure.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the exposure category and re-evaluate any derived acoustic-band moderator.
I0785,High,Confirmed,Exposure metadata,arjunan_2023_stress,es018,19,frequency_Hz,"0-2,000","0-20,000",Methods report all frequencies in the 0-20 kHz range; the extraction is missing one zero in the upper bound.,included_studies/arjunan_2023_stress.pdf,"PDF page 8, section 4.3 Noise Exposure",Correct the frequency range before acoustic-band derivation.
I0786,High,Confirmed,Exposure metadata,uygur_2010_aphyhun,es001,2,exposure_session_duration_h,0.66,0.75,Methods report 45 min/day; 45/60 = 0.75 h.,included_studies/uygur_2010_aphyhun.pdf,"PDF page 3, Stress procedures",Correct the daily exposure duration.
